47,7510221.57,4683164.054,0,47
48,7510245.41,4683160.143,0,48
49,7510254.63,4683156.453,0,49
50,7510281.519,4683152.442,0,50
256,7510306.389,4683177.671,0,256
261,7510290.189,4683177.011,0,261
262,7510282.82,4683179.781,0,262
263,7510262.14,4683192.962,0,263
273,7510231.98,4683178.333,0,273
274,7510244.49,4683194.542,0,274
275,7510246.861,4683203.242,0,275
51,7510318.409,4683160.791,0,51
52,7510338.529,4683165.55,0,52
53,7510362.618,4683174.819,0,53
54,7510384.068,4683187.458,0,54
250,7510376.338,4683190.198,0,250
251,7510371.749,4683208.848,0,251
257,7510327.919,4683181.84,0,257
258,7510338.899,4683185.14,0,258
259,7510359.939,4683194.659,0,259
260,7510365.429,4683201.978,0,260
